timestamp,level,logger,message,module,function,line,event_type,user_id,session_id,question_id
2026-05-09T03:52:53.242Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T03:52:53.246Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T03:52:53.252Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T03:52:53.256Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T03:52:53.288Z,INFO,equilibria.system,Fetched profile stats for user: 53750c4a-a048-4037-b563-272d5c8b2567,profile,get_profile_stats,35,PROFILE_STATS,53750c4a-a048-4037-b563-272d5c8b2567,,
2026-05-09T03:52:53.597Z,INFO,equilibria.system,Fetched profile for user: 53750c4a-a048-4037-b563-272d5c8b2567,auth,get_me,209,AUTH_GET_PROFILE,53750c4a-a048-4037-b563-272d5c8b2567,,
2026-05-09T03:52:53.606Z,INFO,equilibria.system,"Leaderboard fetched: limit=5, offset=0, total=11",leaderboard,get_leaderboard,124,LEADERBOARD_FETCH,None,,
2026-05-09T03:52:57.501Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T03:52:57.540Z,INFO,equilibria.system,"Admin 53750c4a-a048-4037-b563-272d5c8b2567 listed users: page=1, page_size=1000, sortby=None",admin,list_users,116,ADMIN_LIST_USERS,,,
2026-05-09T03:53:43.303Z,INFO,equilibria.system,Aplikasi sedang shutdown,main,lifespan,44,APP_SHUTDOWN,,,
2026-05-09T03:53:50.232Z,INFO,equilibria.system,Logging system initialized,logging_config,setup_logging,177,SYSTEM_INIT,,,
2026-05-09T03:54:21.370Z,INFO,equilibria.system,Memulai Equilibria v1.0.0,main,lifespan,24,APP_STARTUP,,,
2026-05-09T03:54:21.387Z,INFO,equilibria.system,Membuat database engine baru,session,get_engine,42,DB_ENGINE_INIT,,,
2026-05-09T03:54:21.425Z,INFO,equilibria.system,Database engine berhasil dibuat,session,get_engine,65,DB_ENGINE_CREATED,,,
2026-05-09T03:54:21.600Z,INFO,equilibria.system,Koneksi database berhasil diinisialisasi,session,init_db,149,DB_CONNECTION_INIT_SUCCESS,,,
2026-05-09T03:54:21.601Z,INFO,equilibria.system,Proses startup aplikasi selesai,main,lifespan,36,APP_STARTUP_COMPLETE,,,
2026-05-09T04:00:53.807Z,INFO,equilibria.system,Membuat session factory baru,session,get_session_factory,77,DB_SESSION_FACTORY_INIT,,,
2026-05-09T04:00:53.808Z,INFO,equilibria.system,Session factory berhasil dibuat,session,get_session_factory,86,DB_SESSION_FACTORY_CREATED,,,
2026-05-09T04:00:53.808Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:00:54.293Z,INFO,equilibria.system,Admin 53750c4a-a048-4037-b563-272d5c8b2567 created user 6d23e37a-d746-4a4a-b9be-29507cc9a88c,admin,create_user,224,ADMIN_CREATE_USER,,,
2026-05-09T04:00:54.346Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:00:54.405Z,INFO,equilibria.system,"Admin 53750c4a-a048-4037-b563-272d5c8b2567 listed users: page=1, page_size=1000, sortby=None",admin,list_users,116,ADMIN_LIST_USERS,,,
2026-05-09T04:01:05.757Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:01:05.968Z,INFO,equilibria.system,Admin 53750c4a-a048-4037-b563-272d5c8b2567 created user 7051569a-fc90-48d4-a186-639c1dc2ca7e,admin,create_user,224,ADMIN_CREATE_USER,,,
2026-05-09T04:01:06.032Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:01:06.061Z,INFO,equilibria.system,"Admin 53750c4a-a048-4037-b563-272d5c8b2567 listed users: page=1, page_size=1000, sortby=None",admin,list_users,116,ADMIN_LIST_USERS,,,
2026-05-09T04:01:15.530Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:01:15.711Z,INFO,equilibria.system,Admin 53750c4a-a048-4037-b563-272d5c8b2567 created user b28ca094-8a90-4d30-930c-ea7fc554e7c3,admin,create_user,224,ADMIN_CREATE_USER,,,
2026-05-09T04:01:15.764Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:01:15.794Z,INFO,equilibria.system,"Admin 53750c4a-a048-4037-b563-272d5c8b2567 listed users: page=1, page_size=1000, sortby=None",admin,list_users,116,ADMIN_LIST_USERS,,,
2026-05-09T04:02:13.326Z,INFO,equilibria.system,Aplikasi sedang shutdown,main,lifespan,44,APP_SHUTDOWN,,,
2026-05-09T04:02:21.629Z,INFO,equilibria.system,Logging system initialized,logging_config,setup_logging,177,SYSTEM_INIT,,,
2026-05-09T04:02:50.215Z,INFO,equilibria.system,Memulai Equilibria v1.0.0,main,lifespan,24,APP_STARTUP,,,
2026-05-09T04:02:50.216Z,INFO,equilibria.system,Membuat database engine baru,session,get_engine,42,DB_ENGINE_INIT,,,
2026-05-09T04:02:50.244Z,INFO,equilibria.system,Database engine berhasil dibuat,session,get_engine,65,DB_ENGINE_CREATED,,,
2026-05-09T04:02:50.395Z,INFO,equilibria.system,Koneksi database berhasil diinisialisasi,session,init_db,149,DB_CONNECTION_INIT_SUCCESS,,,
2026-05-09T04:02:50.395Z,INFO,equilibria.system,Proses startup aplikasi selesai,main,lifespan,36,APP_STARTUP_COMPLETE,,,
2026-05-09T04:03:23.352Z,INFO,equilibria.system,Membuat session factory baru,session,get_session_factory,77,DB_SESSION_FACTORY_INIT,,,
2026-05-09T04:03:23.352Z,INFO,equilibria.system,Session factory berhasil dibuat,session,get_session_factory,86,DB_SESSION_FACTORY_CREATED,,,
2026-05-09T04:03:23.353Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:03:23.362Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:03:23.372Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:03:23.378Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:03:23.458Z,INFO,equilibria.system,Fetched profile for user: 53750c4a-a048-4037-b563-272d5c8b2567,auth,get_me,209,AUTH_GET_PROFILE,53750c4a-a048-4037-b563-272d5c8b2567,,
2026-05-09T04:03:23.675Z,INFO,equilibria.system,Fetched profile stats for user: 53750c4a-a048-4037-b563-272d5c8b2567,profile,get_profile_stats,35,PROFILE_STATS,53750c4a-a048-4037-b563-272d5c8b2567,,
2026-05-09T04:03:23.835Z,INFO,equilibria.system,"Leaderboard fetched: limit=5, offset=0, total=14",leaderboard,get_leaderboard,124,LEADERBOARD_FETCH,None,,
2026-05-09T04:03:25.291Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:03:25.495Z,INFO,equilibria.system,"Session started: user=53750c4a-a048-4037-b563-272d5c8b2567, module=CH02, session=0f2f9141-165b-44b0-9053-f93abd84e53a",session,start_session,272,SESSION_START,,0f2f9141-165b-44b0-9053-f93abd84e53a,
2026-05-09T04:03:25.590Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:03:25.777Z,INFO,equilibria.system,"New question selected: session=0f2f9141-165b-44b0-9053-f93abd84e53a, question=CH02-Q011",session,get_current_question,603,NEW_QUESTION_SELECTED,,0f2f9141-165b-44b0-9053-f93abd84e53a,CH02-Q011
2026-05-09T04:03:33.419Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:03:33.699Z,ERROR,equilibria.system,"Sandbox execution error: (sqlalchemy.dialects.postgresql.asyncpg.ProgrammingError) <class 'asyncpg.exceptions.PostgresSyntaxError'>: syntax error at or near ""where""
[SQL: select from where]
(Background on this error at: https://sqlalche.me/e/20/f405)",sandbox_executor,execute_query_in_sandbox,221,,,,
2026-05-09T04:03:36.484Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:03:36.574Z,ERROR,equilibria.system,"Sandbox execution error: (sqlalchemy.dialects.postgresql.asyncpg.ProgrammingError) <class 'asyncpg.exceptions.PostgresSyntaxError'>: syntax error at or near ""where""
[SQL: select from where]
(Background on this error at: https://sqlalche.me/e/20/f405)",sandbox_executor,execute_query_in_sandbox,221,,,,
2026-05-09T04:03:40.222Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:03:40.320Z,INFO,equilibria.system,"Checking module unlocks: user=53750c4a-a048-4037-b563-272d5c8b2567, theta=1389.6385695350843, modules_count=2",session,check_and_unlock_modules,63,MODULE_UNLOCK_CHECK_START,53750c4a-a048-4037-b563-272d5c8b2567,,
2026-05-09T04:03:40.329Z,INFO,equilibria.system,"Module CH02: threshold=1300.0, existing_progress=True",session,check_and_unlock_modules,78,MODULE_UNLOCK_CHECK,,,
2026-05-09T04:03:40.329Z,INFO,equilibria.system,Module CH02 skipped: already unlocked or threshold not met,session,check_and_unlock_modules,118,MODULE_UNLOCK_SKIP_EXISTS,,,
2026-05-09T04:03:40.334Z,INFO,equilibria.system,"Module CH03: threshold=1500.0, existing_progress=True",session,check_and_unlock_modules,78,MODULE_UNLOCK_CHECK,,,
2026-05-09T04:03:40.334Z,INFO,equilibria.system,Module CH03 skipped: already unlocked or threshold not met,session,check_and_unlock_modules,118,MODULE_UNLOCK_SKIP_EXISTS,,,
2026-05-09T04:03:40.496Z,INFO,equilibria.system,"Question finalized and next served: session=0f2f9141-165b-44b0-9053-f93abd84e53a, prev_question=CH02-Q011, next_question=CH02-Q012, theta_change=-15.4",session,get_next_question_endpoint,1226,QUESTION_FINALIZED_NEXT,,0f2f9141-165b-44b0-9053-f93abd84e53a,
2026-05-09T04:03:40.535Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:03:40.568Z,INFO,equilibria.system,"Soal saat ini diperoleh: session=0f2f9141-165b-44b0-9053-f93abd84e53a, soal=CH02-Q012, percobaan=0",session,get_current_question,546,SOAL_SATU_DIPEROLEH,,0f2f9141-165b-44b0-9053-f93abd84e53a,
2026-05-09T04:03:48.641Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:03:48.767Z,ERROR,equilibria.system,"Sandbox execution error: (sqlalchemy.dialects.postgresql.asyncpg.ProgrammingError) <class 'asyncpg.exceptions.PostgresSyntaxError'>: syntax error at or near ""where""
[SQL: select from where]
(Background on this error at: https://sqlalche.me/e/20/f405)",sandbox_executor,execute_query_in_sandbox,221,,,,
2026-05-09T04:03:50.587Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:03:50.714Z,ERROR,equilibria.system,"Sandbox execution error: (sqlalchemy.dialects.postgresql.asyncpg.ProgrammingError) <class 'asyncpg.exceptions.PostgresSyntaxError'>: syntax error at or near ""where""
[SQL: select from where]
(Background on this error at: https://sqlalche.me/e/20/f405)",sandbox_executor,execute_query_in_sandbox,221,,,,
2026-05-09T04:03:53.670Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:03:53.779Z,INFO,equilibria.system,"Checking module unlocks: user=53750c4a-a048-4037-b563-272d5c8b2567, theta=1373.3062025624092, modules_count=2",session,check_and_unlock_modules,63,MODULE_UNLOCK_CHECK_START,53750c4a-a048-4037-b563-272d5c8b2567,,
2026-05-09T04:03:53.792Z,INFO,equilibria.system,"Module CH02: threshold=1300.0, existing_progress=True",session,check_and_unlock_modules,78,MODULE_UNLOCK_CHECK,,,
2026-05-09T04:03:53.792Z,INFO,equilibria.system,Module CH02 skipped: already unlocked or threshold not met,session,check_and_unlock_modules,118,MODULE_UNLOCK_SKIP_EXISTS,,,
2026-05-09T04:03:53.802Z,INFO,equilibria.system,"Module CH03: threshold=1500.0, existing_progress=True",session,check_and_unlock_modules,78,MODULE_UNLOCK_CHECK,,,
2026-05-09T04:03:53.802Z,INFO,equilibria.system,Module CH03 skipped: already unlocked or threshold not met,session,check_and_unlock_modules,118,MODULE_UNLOCK_SKIP_EXISTS,,,
2026-05-09T04:03:54.005Z,INFO,equilibria.system,"Question finalized and next served: session=0f2f9141-165b-44b0-9053-f93abd84e53a, prev_question=CH02-Q012, next_question=CH02-Q013, theta_change=-16.3",session,get_next_question_endpoint,1226,QUESTION_FINALIZED_NEXT,,0f2f9141-165b-44b0-9053-f93abd84e53a,
2026-05-09T04:03:54.062Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:03:54.123Z,INFO,equilibria.system,"Soal saat ini diperoleh: session=0f2f9141-165b-44b0-9053-f93abd84e53a, soal=CH02-Q013, percobaan=0",session,get_current_question,546,SOAL_SATU_DIPEROLEH,,0f2f9141-165b-44b0-9053-f93abd84e53a,
2026-05-09T04:03:56.805Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
2026-05-09T04:03:56.883Z,ERROR,equilibria.system,"Sandbox execution error: (sqlalchemy.dialects.postgresql.asyncpg.ProgrammingError) <class 'asyncpg.exceptions.PostgresSyntaxError'>: syntax error at or near ""where""
[SQL: select from where]
(Background on this error at: https://sqlalche.me/e/20/f405)",sandbox_executor,execute_query_in_sandbox,221,,,,
2026-05-09T04:03:58.279Z,INFO,equilibria.system,Get Current User Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiNTM3NTBjNGEtYTA0OC00MDM3LWI1NjMtMjcyZDVjOGIyNTY3IiwiZXhwIjoxNzc4MzA0NzczfQ.MGnuCSWDM5LsnxLGFjk-ByebmgC098a0FTLFDDy2qiI,dependencies,get_current_user,51,,,,
